  166  79139  21:11:38     75934  21:05:34   47.4  8.9   615.   59.6     76561  21:16:01   -4.4 10.2   403.   28.3
  167  79140  21:07:28     75742  21:02:22   43.1  9.2   491.   54.7     76296  21:11:36   -3.2 10.3   383.   26.8
  168  79141  21:03:15     75448  20:57:28   46.0  9.1   582.   56.6     76058  21:07:38   -4.4 10.4   413.   25.3
  169  79142  20:59:00     75052  20:50:52   55.5  8.8   951.   65.1     75862  21:04:22   -9.0 10.6   531.   24.4
  170  79143  20:54:44     75022  20:50:22   39.5  9.6   421.   48.7     75504  20:58:24   -0.9 10.5   353.   22.3
  171  79144  20:50:11     74733  20:45:33   40.9  9.7   419.   49.2     75244  20:54:04   -2.1 10.7   340.   20.6
  172  79145  20:44:13     74287  20:38:07   47.5  9.5   611.   54.8     74902  20:48:22   -3.4 10.8   370.   19.1
  173  79146  20:38:02     73850  20:30:50   52.0  9.4   780.   58.7     74538  20:42:18   -3.9 10.9   387.   17.7
  175  79148  20:25:18     73117  20:18:37   49.8  9.7   709.   55.0     73738  20:28:58   -0.9 11.1   337.   14.5
  176  79149  20:18:42     72905  20:15:05   36.0 10.3   318.   40.1     73317  20:21:57    1.0 11.1   285.   13.0
  177  79150  20:11:08     72461  20:07:41   35.2 10.5   307.   38.5     72910  20:15:10   -2.9 11.3   360.   11.8
  178  79151  20:03:05     71875  19:57:55   43.2 10.3   492.   46.1     72401  20:06:41   -0.7 11.4   323.    9.9
  179  79152  20:11:33     72273  20:04:33   51.0 10.1   754.   53.9     72934  20:15:34   -2.8 11.5   368.    9.1
  180  79153  20:19:40     72976  20:16:16   34.8 10.8   318.   36.0     73391  20:23:11   -0.3 11.6   326.    6.9
  181  79154  20:27:45     73415  20:23:35   38.5 10.8   393.   39.2         0  00:00:00    0.0  0.0     0.    0.0
  183  79156  20:43:49     74304  20:38:24   44.1 10.8   545.   44.3     74939  20:48:59   -8.2 12.1   510.   11.1
  184  79157  20:51:33     74761  20:46:01   44.8 10.9   528.   44.6     75361  20:56:01   -5.2 12.1   400.    8.1
  185  79158  20:57:58     74982  20:49:42   55.9 10.4   958.   56.6     75785  21:03:05   -8.2 12.3   478.   11.7
  186  79159  21:04:07     75440  20:57:20   50.0 10.9   713.   49.6     76132  21:08:52   -6.5 12.4   439.   10.6
  187  79160  21:10:06     75803  21:03:23   49.8 11.0   708.   49.0     76431  21:13:51   -1.6 12.4   338.    6.9
  188  79161  21:16:00     76244  21:10:44   43.4 11.4   508.   41.8     76747  21:19:07    1.5 12.4   290.    6.3
  189  79162  21:21:48     76527  21:15:27   48.1 11.3   658.   46.7     77111  21:25:11    0.2 12.5   315.    8.5
  190  79163  21:27:33     77008  21:23:28   37.9 11.8   383.   35.7     77558  21:32:38   -8.0 12.8   492.   16.0
  191  79164  21:33:15     77379  21:29:39   35.6 12.0   342.   33.4     77808  21:36:48   -0.6 12.8   335.   12.0
  192  79165  21:38:44     77924  21:38:44   17.4 12.5   151.   17.0     77924  21:38:44   17.4 12.5   151.   17.0
  193  79166  21:42:52     77949  21:39:09   36.2 12.1   329.   34.2     78374  21:46:14    0.1 13.0   296.   14.8
  194  79167  21:46:41     78145  21:42:25   38.9 12.2   386.   36.9     78641  21:50:41   -3.0 13.1   356.   17.9
  195  79168  21:50:17     78345  21:45:45   40.1 12.2   417.   38.2     78845  21:54:05   -2.0 13.2   340.   18.9
  197  79170  21:57:02     78623  21:50:23   49.4 12.1   699.   47.5     79258  22:00:58   -2.7 13.5   357.   22.3
